dise_orpha_id	dise_name	link_status	link_type	gene_name	hgnc_id	symbol	entrez_id
169467	Recurrent Neisseria infections due to factor D deficiency	Assessed	Disease-causing germline mutation(s) in	complement factor D	2771	CFD	1675
313	Lamellar ichthyosis	Assessed	Disease-causing germline mutation(s) in	ATP binding cassette subfamily A member 12	14637	ABCA12	26154
457	Harlequin ichthyosis	Assessed	Disease-causing germline mutation(s) in	ATP binding cassette subfamily A member 12	14637	ABCA12	26154
79394	Congenital non-bullous ichthyosiform erythroderma	Assessed	Disease-causing germline mutation(s) in	ATP binding cassette subfamily A member 12	14637	ABCA12	26154
313	Lamellar ichthyosis	Assessed	Disease-causing germline mutation(s) in	arachidonate 12-lipoxygenase, 12R type	430	ALOX12B	242
281122	Self-healing collodion baby	Assessed	Disease-causing germline mutation(s) in	arachidonate 12-lipoxygenase, 12R type	430	ALOX12B	242
79394	Congenital non-bullous ichthyosiform erythroderma	Assessed	Disease-causing germline mutation(s) in	arachidonate 12-lipoxygenase, 12R type	430	ALOX12B	242
313	Lamellar ichthyosis	Assessed	Disease-causing germline mutation(s) in	arachidonate lipoxygenase 3	13743	ALOXE3	59344
281122	Self-healing collodion baby	Assessed	Disease-causing germline mutation(s) in	arachidonate lipoxygenase 3	13743	ALOXE3	59344
79394	Congenital non-bullous ichthyosiform erythroderma	Assessed	Disease-causing germline mutation(s) in	arachidonate lipoxygenase 3	13743	ALOXE3	59344
313	Lamellar ichthyosis	Assessed	Disease-causing germline mutation(s) in	transglutaminase 1	11777	TGM1	7051
281122	Self-healing collodion baby	Assessed	Disease-causing germline mutation(s) in	transglutaminase 1	11777	TGM1	7051
281127	Acral self-healing collodion baby	Assessed	Disease-causing germline mutation(s) in	transglutaminase 1	11777	TGM1	7051
79394	Congenital non-bullous ichthyosiform erythroderma	Assessed	Disease-causing germline mutation(s) in	transglutaminase 1	11777	TGM1	7051
100976	Bathing suit ichthyosis	Assessed	Disease-causing germline mutation(s) in	transglutaminase 1	11777	TGM1	7051
313	Lamellar ichthyosis	Assessed	Disease-causing germline mutation(s) in	cytochrome P450 family 4 subfamily F member 22	26820	CYP4F22	126410
313	Lamellar ichthyosis	Assessed	Disease-causing germline mutation(s) in	NIPA like domain containing 4	28018	NIPAL4	348938
79394	Congenital non-bullous ichthyosiform erythroderma	Assessed	Disease-causing germline mutation(s) in	NIPA like domain containing 4	28018	NIPAL4	348938
313	Lamellar ichthyosis	Assessed	Disease-causing germline mutation(s) in	lipase family member N	23452	LIPN	643418
169799	Mild hemophilia B	Assessed	Disease-causing germline mutation(s) in	coagulation factor IX	3551	F9	2158
169796	Moderately severe hemophilia B	Assessed	Disease-causing germline mutation(s) in	coagulation factor IX	3551	F9	2158
169793	Severe hemophilia B	Assessed	Disease-causing germline mutation(s) in	coagulation factor IX	3551	F9	2158
177929	Symptomatic form of hemophilia B in female carriers	Assessed	Disease-causing germline mutation(s) in	coagulation factor IX	3551	F9	2158
171430	Severe congenital nemaline myopathy	Assessed	Disease-causing germline mutation(s) in	actin, alpha 1, skeletal muscle	129	ACTA1	58
171433	Intermediate nemaline myopathy	Assessed	Disease-causing germline mutation(s) in	actin, alpha 1, skeletal muscle	129	ACTA1	58
171436	Typical nemaline myopathy	Assessed	Disease-causing germline mutation(s) in	actin, alpha 1, skeletal muscle	129	ACTA1	58
171439	Childhood-onset nemaline myopathy	Assessed	Disease-causing germline mutation(s) in	actin, alpha 1, skeletal muscle	129	ACTA1	58
2020	Congenital fiber-type disproportion myopathy	Assessed	Disease-causing germline mutation(s) in	actin, alpha 1, skeletal muscle	129	ACTA1	58
447977	Progressive scapulohumeroperoneal distal myopathy	Assessed	Disease-causing germline mutation(s) in	actin, alpha 1, skeletal muscle	129	ACTA1	58
97244	Rigid spine syndrome	Assessed	Disease-causing germline mutation(s) in	actin, alpha 1, skeletal muscle	129	ACTA1	58
97240	Zebra body myopathy	Assessed	Disease-causing germline mutation(s) in	actin, alpha 1, skeletal muscle	129	ACTA1	58
98904	Congenital myopathy with excess of thin filaments	Assessed	Disease-causing germline mutation(s) in	actin, alpha 1, skeletal muscle	129	ACTA1	58
171430	Severe congenital nemaline myopathy	Assessed	Disease-causing germline mutation(s) in	nebulin	7720	NEB	4703
171433	Intermediate nemaline myopathy	Assessed	Disease-causing germline mutation(s) in	nebulin	7720	NEB	4703
171436	Typical nemaline myopathy	Assessed	Disease-causing germline mutation(s) in	nebulin	7720	NEB	4703
171439	Childhood-onset nemaline myopathy	Assessed	Disease-causing germline mutation(s) in	nebulin	7720	NEB	4703
399103	Nebulin-related early-onset distal myopathy	Assessed	Disease-causing germline mutation(s) in	nebulin	7720	NEB	4703
171430	Severe congenital nemaline myopathy	Assessed	Disease-causing germline mutation(s) (loss of function) in	kelch like family member 40	30372	KLHL40	131377
171430	Severe congenital nemaline myopathy	Assessed	Disease-causing germline mutation(s) (loss of function) in	kelch like family member 41	16905	KLHL41	10324
171433	Intermediate nemaline myopathy	Assessed	Disease-causing germline mutation(s) (loss of function) in	kelch like family member 41	16905	KLHL41	10324
171436	Typical nemaline myopathy	Assessed	Disease-causing germline mutation(s) (loss of function) in	kelch like family member 41	16905	KLHL41	10324
171439	Childhood-onset nemaline myopathy	Assessed	Disease-causing germline mutation(s) (loss of function) in	kelch like family member 41	16905	KLHL41	10324
171430	Severe congenital nemaline myopathy	Assessed	Disease-causing germline mutation(s) (loss of function) in	leiomodin 3	6649	LMOD3	56203
171436	Typical nemaline myopathy	Assessed	Disease-causing germline mutation(s) (loss of function) in	leiomodin 3	6649	LMOD3	56203
171433	Intermediate nemaline myopathy	Assessed	Disease-causing germline mutation(s) in	tropomyosin 3	12012	TPM3	7170
171439	Childhood-onset nemaline myopathy	Assessed	Disease-causing germline mutation(s) in	tropomyosin 3	12012	TPM3	7170
2020	Congenital fiber-type disproportion myopathy	Assessed	Disease-causing germline mutation(s) in	tropomyosin 3	12012	TPM3	7170
178342	Inflammatory myofibroblastic tumor	Assessed	Part of a fusion gene in	tropomyosin 3	12012	TPM3	7170
171881	Cap myopathy	Assessed	Disease-causing germline mutation(s) in	tropomyosin 3	12012	TPM3	7170
476406	Congenital generalized hypercontractile muscle stiffness syndrome	Assessed	Disease-causing germline mutation(s) (gain of function) in	tropomyosin 3	12012	TPM3	7170
171436	Typical nemaline myopathy	Assessed	Disease-causing germline mutation(s) in	cofilin 2	1875	CFL2	1073
171436	Typical nemaline myopathy	Assessed	Disease-causing germline mutation(s) in	tropomyosin 2 (beta)	12011	TPM2	7169
171439	Childhood-onset nemaline myopathy	Assessed	Disease-causing germline mutation(s) in	tropomyosin 2 (beta)	12011	TPM2	7169
1146	Digitotalar dysmorphism	Assessed	Disease-causing germline mutation(s) in	tropomyosin 2 (beta)	12011	TPM2	7169
1147	Sheldon-Hall syndrome	Assessed	Disease-causing germline mutation(s) in	tropomyosin 2 (beta)	12011	TPM2	7169
2020	Congenital fiber-type disproportion myopathy	Assessed	Disease-causing germline mutation(s) in	tropomyosin 2 (beta)	12011	TPM2	7169
171881	Cap myopathy	Assessed	Disease-causing germline mutation(s) in	tropomyosin 2 (beta)	12011	TPM2	7169
171439	Childhood-onset nemaline myopathy	Assessed	Disease-causing germline mutation(s) in	kelch repeat and BTB domain containing 13	37227	KBTBD13	390594
171439	Childhood-onset nemaline myopathy	Assessed	Disease-causing germline mutation(s) (loss of function) in	myopalladin	23246	MYPN	84665
154	Familial isolated dilated cardiomyopathy	Assessed	Disease-causing germline mutation(s) in	myopalladin	23246	MYPN	84665
171881	Cap myopathy	Assessed	Disease-causing germline mutation(s) in	myopalladin	23246	MYPN	84665
75249	Familial isolated restrictive cardiomyopathy	Assessed	Disease-causing germline mutation(s) in	myopalladin	23246	MYPN	84665
171445	Muscle filaminopathy	Assessed	Disease-causing germline mutation(s) in	filamin C	3756	FLNC	2318
63273	Distal myopathy with posterior leg and anterior hand involvement	Assessed	Disease-causing germline mutation(s) in	filamin C	3756	FLNC	2318
75249	Familial isolated restrictive cardiomyopathy	Assessed	Disease-causing germline mutation(s) in	filamin C	3756	FLNC	2318
2771	Bruck syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	9082	PLOD2	5352
2771	Bruck syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	FK506 binding protein 10	18169	FKBP10	60681
1149	Arthrogryposis-like syndrome	Assessed	Disease-causing germline mutation(s) in	FK506 binding protein 10	18169	FKBP10	60681
216812	Osteogenesis imperfecta type 3	Assessed	Disease-causing germline mutation(s) in	FK506 binding protein 10	18169	FKBP10	60681
216820	Osteogenesis imperfecta type 4	Assessed	Disease-causing germline mutation(s) in	FK506 binding protein 10	18169	FKBP10	60681
171629	Autosomal recessive spastic paraplegia type 35	Assessed	Disease-causing germline mutation(s) in	fatty acid 2-hydroxylase	21197	FA2H	79152
329308	Fatty acid hydroxylase-associated neurodegeneration	Assessed	Disease-causing germline mutation(s) in	fatty acid 2-hydroxylase	21197	FA2H	79152
861	Treacher-Collins syndrome	Assessed	Disease-causing germline mutation(s) in	treacle ribosome biogenesis factor 1	11654	TCOF1	6949
861	Treacher-Collins syndrome	Assessed	Disease-causing germline mutation(s) in	RNA polymerase I subunit D	20422	POLR1D	51082
861	Treacher-Collins syndrome	Assessed	Disease-causing germline mutation(s) in	RNA polymerase I subunit C	20194	POLR1C	9533
88637	Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome	Assessed	Disease-causing germline mutation(s) in	RNA polymerase I subunit C	20194	POLR1C	9533
308	Unverricht-Lundborg disease	Assessed	Disease-causing germline mutation(s) in	cystatin B	2482	CSTB	1476
308	Unverricht-Lundborg disease	Assessed	Disease-causing germline mutation(s) in	prickle planar cell polarity protein 1	17019	PRICKLE1	144165
199	Cornelia de Lange syndrome	Assessed	Disease-causing germline mutation(s) in	structural maintenance of chromosomes 1A	11111	SMC1A	8243
319182	Wiedemann-Steiner syndrome	Assessed	Disease-causing germline mutation(s) in	structural maintenance of chromosomes 1A	11111	SMC1A	8243
199	Cornelia de Lange syndrome	Not yet assessed	Candidate gene tested in	lysine methyltransferase 2A	7132	KMT2A	4297
319182	Wiedemann-Steiner syndrome	Assessed	Disease-causing germline mutation(s) in	lysine methyltransferase 2A	7132	KMT2A	4297
402017	Acute myeloid leukemia with t(9;11)(p22;q23)	Assessed	Part of a fusion gene in	lysine methyltransferase 2A	7132	KMT2A	4297
98837	Acute biphenotypic leukemia	Assessed	Part of a fusion gene in	lysine methyltransferase 2A	7132	KMT2A	4297
98835	Acute undifferentiated leukemia	Assessed	Part of a fusion gene in	lysine methyltransferase 2A	7132	KMT2A	4297
98836	Bilineal acute leukemia	Assessed	Part of a fusion gene in	lysine methyltransferase 2A	7132	KMT2A	4297
98831	Acute myeloid leukemia with 11q23 abnormalities	Assessed	Role in the phenotype of	lysine methyltransferase 2A	7132	KMT2A	4297
99860	Precursor B-cell acute lymphoblastic leukemia	Assessed	Part of a fusion gene in	lysine methyltransferase 2A	7132	KMT2A	4297
199	Cornelia de Lange syndrome	Assessed	Disease-causing germline mutation(s) in	NIPBL, cohesin loading factor	28862	NIPBL	25836
329802	5p13 microduplication syndrome	Assessed	Role in the phenotype of	NIPBL, cohesin loading factor	28862	NIPBL	25836
199	Cornelia de Lange syndrome	Assessed	Disease-causing germline mutation(s) in	structural maintenance of chromosomes 3	2468	SMC3	9126
199	Cornelia de Lange syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	histone deacetylase 8	13315	HDAC8	55869
3459	Wilson-Turner syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	histone deacetylase 8	13315	HDAC8	55869
199	Cornelia de Lange syndrome	Assessed	Disease-causing germline mutation(s) in	RAD21 cohesin complex component	9811	RAD21	5885
199	Cornelia de Lange syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	SET domain containing 5	25566	SETD5	55209
404440	Intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency	Assessed	Disease-causing germline mutation(s) (loss of function) in	SET domain containing 5	25566	SETD5	55209
930	Idiopathic achalasia	Assessed	Major susceptibility factor in	major histocompatibility complex, class II, DQ alpha 1	4942	HLA-DQA1	3117
391490	Adult-onset myasthenia gravis	Assessed	Major susceptibility factor in	major histocompatibility complex, class II, DQ alpha 1	4942	HLA-DQA1	3117
930	Idiopathic achalasia	Assessed	Major susceptibility factor in	major histocompatibility complex, class II, DQ beta 1	4944	HLA-DQB1	3119
2073	Narcolepsy-cataplexy syndrome	Assessed	Major susceptibility factor in	major histocompatibility complex, class II, DQ beta 1	4944	HLA-DQB1	3119
703	Bullous pemphigoid	Not yet assessed	Major susceptibility factor in	major histocompatibility complex, class II, DQ beta 1	4944	HLA-DQB1	3119
477738	Pediatric multiple sclerosis	Not yet assessed	Biomarker tested in	major histocompatibility complex, class II, DQ beta 1	4944	HLA-DQB1	3119
83465	Narcolepsy without cataplexy	Assessed	Major susceptibility factor in	major histocompatibility complex, class II, DQ beta 1	4944	HLA-DQB1	3119
930	Idiopathic achalasia	Assessed	Disease-causing germline mutation(s) in	nitric oxide synthase 1	7872	NOS1	4842
169079	Cernunnos-XLF deficiency	Assessed	Disease-causing germline mutation(s) in	non-homologous end joining factor 1	25737	NHEJ1	79840
169100	Immunodeficiency due to CD25 deficiency	Assessed	Disease-causing germline mutation(s) in	interleukin 2 receptor subunit alpha	6008	IL2RA	3559
85410	Oligoarticular juvenile idiopathic arthritis	Assessed	Major susceptibility factor in	interleukin 2 receptor subunit alpha	6008	IL2RA	3559
85408	Rheumatoid factor-negative juvenile idiopathic arthritis	Assessed	Major susceptibility factor in	interleukin 2 receptor subunit alpha	6008	IL2RA	3559
169095	Alymphoid cystic thymic dysgenesis	Assessed	Disease-causing germline mutation(s) in	forkhead box N1	12765	FOXN1	8456
169082	Combined immunodeficiency due to CD3gamma deficiency	Assessed	Disease-causing germline mutation(s) in	CD3g molecule	1675	CD3G	917
169085	Susceptibility to respiratory infections associated with CD8alpha chain mutation	Assessed	Disease-causing germline mutation(s) in	CD8a molecule	1706	CD8A	925
168829	Primary peritoneal carcinoma	Assessed	Major susceptibility factor in	BRCA1, DNA repair associated	1100	BRCA1	672
1331	Familial prostate cancer	Assessed	Major susceptibility factor in	BRCA1, DNA repair associated	1100	BRCA1	672
213524	Hereditary site-specific ovarian cancer syndrome	Assessed	Major susceptibility factor in	BRCA1, DNA repair associated	1100	BRCA1	672
145	Hereditary breast and ovarian cancer syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	BRCA1, DNA repair associated	1100	BRCA1	672
227535	Hereditary breast cancer	Assessed	Major susceptibility factor in	BRCA1, DNA repair associated	1100	BRCA1	672
1333	Familial pancreatic carcinoma	Assessed	Major susceptibility factor in	BRCA1, DNA repair associated	1100	BRCA1	672
753	46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency	Assessed	Disease-causing germline mutation(s) (loss of function) in	steroid 5 alpha-reductase 2	11285	SRD5A2	6716
1331	Familial prostate cancer	Not yet assessed	Candidate gene tested in	steroid 5 alpha-reductase 2	11285	SRD5A2	6716
868	Triose phosphate-isomerase deficiency	Assessed	Disease-causing germline mutation(s) in	triosephosphate isomerase 1	12009	TPI1	7167
218	Darier disease	Assessed	Disease-causing germline mutation(s) in	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2	812	ATP2A2	488
79151	Acrokeratosis verruciformis of Hopf	Assessed	Disease-causing germline mutation(s) (loss of function) in	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2	812	ATP2A2	488
168796	Heart-hand syndrome, Slovenian type	Assessed	Disease-causing germline mutation(s) in	lamin A/C	6636	LMNA	4000
1662	Restrictive dermopathy	Assessed	Disease-causing germline mutation(s) in	lamin A/C	6636	LMNA	4000
157973	Congenital muscular dystrophy due to LMNA mutation	Assessed	Disease-causing germline mutation(s) in	lamin A/C	6636	LMNA	4000
2348	Familial partial lipodystrophy, Dunnigan type	Assessed	Disease-causing germline mutation(s) in	lamin A/C	6636	LMNA	4000
2229	Dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome	Assessed	Disease-causing germline mutation(s) in	lamin A/C	6636	LMNA	4000
740	Hutchinson-Gilford progeria syndrome	Assessed	Disease-causing germline mutation(s) in	lamin A/C	6636	LMNA	4000
280365	Autosomal semi-dominant severe lipodystrophic laminopathy	Assessed	Disease-causing germline mutation(s) in	lamin A/C	6636	LMNA	4000
363618	LMNA-related cardiocutaneous progeria syndrome	Assessed	Disease-causing germline mutation(s) in	lamin A/C	6636	LMNA	4000
293910	Familial isolated arrhythmogenic ventricular dysplasia, right dominant form	Not yet assessed	Disease-causing germline mutation(s) in	lamin A/C	6636	LMNA	4000
293899	Familial isolated arrhythmogenic ventricular dysplasia, biventricular form	Not yet assessed	Disease-causing germline mutation(s) in	lamin A/C	6636	LMNA	4000
293888	Familial isolated arrhythmogenic ventricular dysplasia, left dominant form	Not yet assessed	Disease-causing germline mutation(s) in	lamin A/C	6636	LMNA	4000
300751	Familial dilated cardiomyopathy with conduction defect due to LMNA mutation	Assessed	Disease-causing germline mutation(s) in	lamin A/C	6636	LMNA	4000
264	Autosomal dominant limb-girdle muscular dystrophy type 1B	Assessed	Disease-causing germline mutation(s) in	lamin A/C	6636	LMNA	4000
79084	Familial partial lipodystrophy, Köbberling type	Not yet assessed	Candidate gene tested in	lamin A/C	6636	LMNA	4000
54260	Left ventricular noncompaction	Not yet assessed	Major susceptibility factor in	lamin A/C	6636	LMNA	4000
90153	Mandibuloacral dysplasia with type A lipodystrophy	Assessed	Disease-causing germline mutation(s) in	lamin A/C	6636	LMNA	4000
79474	Atypical Werner syndrome	Assessed	Disease-causing germline mutation(s) in	lamin A/C	6636	LMNA	4000
99706	Progeria-associated arthropathy	Assessed	Disease-causing germline mutation(s) in	lamin A/C	6636	LMNA	4000
98853	Autosomal dominant Emery-Dreifuss muscular dystrophy	Assessed	Disease-causing germline mutation(s) in	lamin A/C	6636	LMNA	4000
98855	Autosomal recessive Emery-Dreifuss muscular dystrophy	Assessed	Disease-causing germline mutation(s) in	lamin A/C	6636	LMNA	4000
98856	Charcot-Marie-Tooth disease type 2B1	Assessed	Disease-causing germline mutation(s) in	lamin A/C	6636	LMNA	4000
1465	Coffin-Siris syndrome	Assessed	Disease-causing germline mutation(s) in	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	11103	SMARCB1	6598
263662	Familial multiple meningioma	Assessed	Disease-causing germline mutation(s) in	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	11103	SMARCB1	6598
231108	Familial rhabdoid tumor	Assessed	Disease-causing germline mutation(s) (loss of function) in	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	11103	SMARCB1	6598
93921	Neurofibromatosis type 3	Assessed	Disease-causing germline mutation(s) in	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	11103	SMARCB1	6598
99966	Atypical teratoid rhabdoid tumor	Assessed	Disease-causing somatic mutation(s) in	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	11103	SMARCB1	6598
1465	Coffin-Siris syndrome	Assessed	Disease-causing germline mutation(s) in	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	11100	SMARCA4	6597
231108	Familial rhabdoid tumor	Assessed	Disease-causing germline mutation(s) in	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	11100	SMARCA4	6597
370396	Small cell carcinoma of the ovary	Assessed	Disease-causing germline mutation(s) in	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	11100	SMARCA4	6597
466962	SMARCA4-deficient sarcoma of thorax	Assessed	Disease-causing somatic mutation(s) in	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	11100	SMARCA4	6597
1465	Coffin-Siris syndrome	Assessed	Disease-causing germline mutation(s) in	AT-rich interaction domain 1B	18040	ARID1B	57492
251056	6q25 microdeletion syndrome	Not yet assessed	Role in the phenotype of	AT-rich interaction domain 1B	18040	ARID1B	57492
3051	Intellectual disability-sparse hair-brachydactyly syndrome	Assessed	Disease-causing germline mutation(s) in	AT-rich interaction domain 1B	18040	ARID1B	57492
1465	Coffin-Siris syndrome	Assessed	Disease-causing germline mutation(s) in	AT-rich interaction domain 1A	11110	ARID1A	8289
1465	Coffin-Siris syndrome	Assessed	Disease-causing germline mutation(s) in	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	11109	SMARCE1	6605
263662	Familial multiple meningioma	Assessed	Disease-causing germline mutation(s) (loss of function) in	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	11109	SMARCE1	6605
1465	Coffin-Siris syndrome	Assessed	Disease-causing germline mutation(s) in	SRY-box 11	11191	SOX11	6664
1465	Coffin-Siris syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	AT-rich interaction domain 2	18037	ARID2	196528
168953	Myeloid neoplasm associated with FGFR1 rearrangement	Assessed	Part of a fusion gene in	fibroblast growth factor receptor 1	3688	FGFR1	2260
2117	Hartsfield-Bixler-Demyer syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	fibroblast growth factor receptor 1	3688	FGFR1	2260
2396	Encephalocraniocutaneous lipomatosis	Assessed	Disease-causing somatic mutation(s) in	fibroblast growth factor receptor 1	3688	FGFR1	2260
251576	Gliosarcoma	Assessed	Part of a fusion gene in	fibroblast growth factor receptor 1	3688	FGFR1	2260
251579	Giant cell glioblastoma	Assessed	Part of a fusion gene in	fibroblast growth factor receptor 1	3688	FGFR1	2260
251612	Pilocytic astrocytoma	Assessed	Disease-causing somatic mutation(s) in	fibroblast growth factor receptor 1	3688	FGFR1	2260
2645	Osteoglophonic dwarfism	Assessed	Disease-causing germline mutation(s) (gain of function) in	fibroblast growth factor receptor 1	3688	FGFR1	2260
3366	Isolated trigonocephaly	Assessed	Disease-causing germline mutation(s) in	fibroblast growth factor receptor 1	3688	FGFR1	2260
3157	Septo-optic dysplasia spectrum	Assessed	Disease-causing germline mutation(s) in	fibroblast growth factor receptor 1	3688	FGFR1	2260
280200	Microform holoprosencephaly	Not yet assessed	Candidate gene tested in	fibroblast growth factor receptor 1	3688	FGFR1	2260
478	Kallmann syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	fibroblast growth factor receptor 1	3688	FGFR1	2260
220386	Semilobar holoprosencephaly	Assessed	Disease-causing germline mutation(s) in	fibroblast growth factor receptor 1	3688	FGFR1	2260
314950	Primary hypereosinophilic syndrome	Assessed	Part of a fusion gene in	fibroblast growth factor receptor 1	3688	FGFR1	2260
432	Normosmic congenital hypogonadotropic hypogonadism	Assessed	Disease-causing germline mutation(s) (loss of function) in	fibroblast growth factor receptor 1	3688	FGFR1	2260
93258	Pfeiffer syndrome type 1	Assessed	Disease-causing germline mutation(s) in	fibroblast growth factor receptor 1	3688	FGFR1	2260
93924	Lobar holoprosencephaly	Not yet assessed	Candidate gene tested in	fibroblast growth factor receptor 1	3688	FGFR1	2260
99798	Oligodontia	Assessed	Disease-causing germline mutation(s) in	fibroblast growth factor receptor 1	3688	FGFR1	2260
168950	Myeloid neoplasm associated with PDGFRB rearrangement	Assessed	Part of a fusion gene in	platelet derived growth factor receptor beta	8804	PDGFRB	5159
1980	Bilateral striopallidodentate calcinosis	Assessed	Disease-causing germline mutation(s) in	platelet derived growth factor receptor beta	8804	PDGFRB	5159
2591	Infantile myofibromatosis	Assessed	Disease-causing germline mutation(s) in	platelet derived growth factor receptor beta	8804	PDGFRB	5159
314950	Primary hypereosinophilic syndrome	Assessed	Part of a fusion gene in	platelet derived growth factor receptor beta	8804	PDGFRB	5159
363665	Acroosteolysis-keloid-like lesions-premature aging syndrome	Assessed	Disease-causing germline mutation(s) (gain of function) in	platelet derived growth factor receptor beta	8804	PDGFRB	5159
477831	Skeletal overgrowth-craniofacial dysmorphism-hyperelastic skin-white matter lesions syndrome	Assessed	Disease-causing germline mutation(s) in	platelet derived growth factor receptor beta	8804	PDGFRB	5159
86830	Chronic myeloproliferative disease, unclassifiable	Assessed	Part of a fusion gene in	platelet derived growth factor receptor beta	8804	PDGFRB	5159
98823	Chronic myelomonocytic leukemia	Assessed	Part of a fusion gene in	platelet derived growth factor receptor beta	8804	PDGFRB	5159
168947	Myeloid neoplasm associated with PDGFRA rearrangement	Assessed	Part of a fusion gene in	platelet derived growth factor receptor alpha	8803	PDGFRA	5156
168940	Chronic eosinophilic leukemia	Assessed	Part of a fusion gene in	platelet derived growth factor receptor alpha	8803	PDGFRA	5156
314950	Primary hypereosinophilic syndrome	Assessed	Part of a fusion gene in	platelet derived growth factor receptor alpha	8803	PDGFRA	5156
44890	Gastrointestinal stromal tumor	Assessed	Disease-causing somatic mutation(s) in	platelet derived growth factor receptor alpha	8803	PDGFRA	5156
99860	Precursor B-cell acute lymphoblastic leukemia	Not yet assessed	Part of a fusion gene in	platelet derived growth factor receptor alpha	8803	PDGFRA	5156
168940	Chronic eosinophilic leukemia	Assessed	Part of a fusion gene in	factor interacting with PAPOLA and CPSF1	19124	FIP1L1	81608
314950	Primary hypereosinophilic syndrome	Assessed	Part of a fusion gene in	factor interacting with PAPOLA and CPSF1	19124	FIP1L1	81608
520	Acute promyelocytic leukemia	Assessed	Part of a fusion gene in	factor interacting with PAPOLA and CPSF1	19124	FIP1L1	81608
2609	Isolated complex I deficiency	Assessed	Disease-causing germline mutation(s) in	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3	7458	MT-ND3	4537
255210	Maternally-inherited Leigh syndrome	Assessed	Disease-causing germline mutation(s) in	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3	7458	MT-ND3	4537
99718	Leber plus disease	Not yet assessed	Disease-causing germline mutation(s) in	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3	7458	MT-ND3	4537
2609	Isolated complex I deficiency	Assessed	Disease-causing germline mutation(s) in	NADH:ubiquinone oxidoreductase complex assembly factor 2	28086	NDUFAF2	91942
255241	Leigh syndrome with leukodystrophy	Assessed	Disease-causing germline mutation(s) in	NADH:ubiquinone oxidoreductase complex assembly factor 2	28086	NDUFAF2	91942
2609	Isolated complex I deficiency	Assessed	Disease-causing germline mutation(s) in	NADH:ubiquinone oxidoreductase core subunit S1	7707	NDUFS1	4719
255241	Leigh syndrome with leukodystrophy	Assessed	Disease-causing germline mutation(s) in	NADH:ubiquinone oxidoreductase core subunit S1	7707	NDUFS1	4719
2609	Isolated complex I deficiency	Assessed	Disease-causing germline mutation(s) in	NADH:ubiquinone oxidoreductase core subunit S2	7708	NDUFS2	4720
255241	Leigh syndrome with leukodystrophy	Assessed	Disease-causing germline mutation(s) in	NADH:ubiquinone oxidoreductase core subunit S2	7708	NDUFS2	4720
70474	Leigh syndrome with cardiomyopathy	Assessed	Disease-causing germline mutation(s) in	NADH:ubiquinone oxidoreductase core subunit S2	7708	NDUFS2	4720
2609	Isolated complex I deficiency	Assessed	Disease-causing germline mutation(s) in	NADH:ubiquinone oxidoreductase core subunit S3	7710	NDUFS3	4722
255241	Leigh syndrome with leukodystrophy	Assessed	Disease-causing germline mutation(s) in	NADH:ubiquinone oxidoreductase core subunit S3	7710	NDUFS3	4722
2609	Isolated complex I deficiency	Assessed	Disease-causing germline mutation(s) in	NADH:ubiquinone oxidoreductase subunit S4	7711	NDUFS4	4724
255241	Leigh syndrome with leukodystrophy	Assessed	Disease-causing germline mutation(s) in	NADH:ubiquinone oxidoreductase subunit S4	7711	NDUFS4	4724
2609	Isolated complex I deficiency	Assessed	Disease-causing germline mutation(s) in	NADH:ubiquinone oxidoreductase subunit S6	7713	NDUFS6	4726
